date,A01,A21,A22,A23,A24,A41,A42,A43,A44,A45,A46,A47,A61,A62,A63,A99,B01,B02,B03,B04,B05,B06,B07,B08,B09,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B41,B42,B43,B44,B60,B61,B62,B63,B64,B65,B66,B67,B68,B81,B82,B99,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C21,C22,C23,C25,C30,C40,C99,D01,D02,D03,D04,D05,D06,D07,D10,D21,D99,E01,E02,E03,E04,E05,E06,E21,E99,F01,F02,F03,F04,F05,F15,F16,F17,F21,F22,F23,F24,F25,F26,F27,F28,F41,F42,F99,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G16,G21,G99,H01,H02,H03,H04,H05,H99,Y02,Y04
1976-06-29,53,3,4,35,6,6,NULL,5,6,4,4,54,114,3,30,NULL,88,5,6,2,27,2,5,1,NULL,19,14,39,9,13,13,6,4,51,5,8,9,NULL,22,3,5,5,57,5,15,20,8,93,17,5,NULL,NULL,NULL,NULL,31,16,12,9,3,4,181,93,37,34,12,13,2,2,10,24,10,10,3,NULL,NULL,9,10,6,8,3,19,NULL,5,13,NULL,7,18,4,29,18,4,35,NULL,35,32,4,16,5,5,109,3,3,2,10,13,10,3,4,8,9,3,NULL,131,21,63,10,19,23,10,8,22,7,22,NULL,NULL,13,NULL,121,38,31,39,17,NULL,88,1
1976-07-06,41,2,2,25,7,2,NULL,3,5,4,2,35,70,NULL,17,NULL,42,1,4,2,12,NULL,4,5,NULL,14,6,19,6,9,8,7,2,17,4,2,9,NULL,16,2,1,3,29,1,13,10,7,67,13,4,NULL,NULL,1,NULL,15,6,14,8,1,7,125,80,23,19,11,7,NULL,2,2,8,8,4,1,NULL,NULL,4,3,6,8,4,17,NULL,NULL,11,NULL,11,21,6,27,10,5,17,NULL,22,27,4,11,NULL,10,62,2,6,2,2,12,7,1,NULL,4,6,12,NULL,86,15,44,2,14,9,3,11,7,8,16,NULL,NULL,7,NULL,85,27,33,29,16,NULL,51,NULL
1976-07-13,42,NULL,NULL,19,4,4,1,3,6,6,4,23,57,3,17,NULL,76,2,6,2,3,2,4,1,1,13,12,32,3,5,9,7,3,43,5,2,7,NULL,11,3,2,5,43,1,13,12,7,55,14,1,NULL,NULL,NULL,NULL,26,12,8,12,1,3,121,87,24,27,14,10,NULL,NULL,6,22,17,20,1,NULL,NULL,9,4,1,8,6,18,1,1,5,NULL,5,9,5,24,7,8,15,NULL,15,27,5,13,1,3,56,2,4,3,10,10,5,NULL,3,9,6,8,NULL,81,12,36,11,8,12,1,6,14,6,28,2,NULL,10,NULL,91,20,17,35,15,NULL,61,NULL
1976-07-20,31,3,1,15,3,3,1,1,4,10,NULL,17,59,1,24,NULL,54,5,6,4,10,3,3,2,NULL,14,11,27,2,14,5,9,2,26,3,4,4,NULL,22,3,2,NULL,41,2,14,11,3,67,8,1,NULL,NULL,1,NULL,15,15,7,8,1,1,94,67,35,21,14,7,3,NULL,7,9,3,10,NULL,NULL,NULL,4,7,3,6,11,15,1,1,10,NULL,9,13,3,24,12,5,20,NULL,19,41,5,9,3,7,79,3,5,2,7,8,8,3,2,2,11,6,NULL,106,27,43,5,24,29,9,8,14,8,18,NULL,1,8,NULL,123,28,37,55,20,NULL,60,2
1976-07-27,42,2,4,14,3,2,NULL,5,3,2,2,35,61,5,15,NULL,29,2,1,3,6,1,3,1,NULL,9,13,23,10,12,8,5,NULL,20,2,2,9,NULL,13,2,NULL,1,31,3,16,8,7,56,9,1,2,NULL,NULL,NULL,8,6,7,3,1,2,70,44,29,10,8,4,1,1,8,11,11,4,1,NULL,NULL,3,4,4,6,2,9,NULL,1,2,NULL,9,12,3,16,14,3,21,NULL,10,20,1,8,2,3,67,NULL,2,1,2,5,5,1,1,5,7,6,NULL,66,18,25,7,9,22,5,3,9,6,19,NULL,NULL,10,NULL,80,25,25,29,13,NULL,41,NULL
1976-08-03,32,1,1,23,3,1,1,6,1,6,NULL,26,63,3,10,NULL,71,4,5,1,4,NULL,3,1,NULL,16,7,24,8,10,14,3,1,30,3,1,6,NULL,13,5,4,1,45,3,18,9,12,59,14,4,2,NULL,NULL,NULL,19,4,7,10,NULL,2,115,46,23,22,4,11,3,NULL,8,16,5,13,8,NULL,NULL,8,3,1,11,5,17,2,NULL,6,NULL,7,9,3,17,5,3,12,NULL,18,21,4,15,4,8,65,3,3,2,7,6,4,3,5,5,4,9,NULL,101,28,32,11,12,10,3,9,12,9,16,1,1,4,NULL,92,22,36,33,21,NULL,57,NULL
1976-08-04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1976-08-10,30,4,1,15,2,NULL,NULL,6,5,6,1,26,62,4,13,NULL,57,2,6,2,14,2,1,3,NULL,13,6,32,8,9,8,10,3,25,8,4,8,NULL,21,2,1,2,39,4,16,7,7,55,12,3,NULL,NULL,1,NULL,21,12,14,11,2,2,119,57,41,21,9,9,3,1,3,13,12,12,3,NULL,NULL,7,4,3,6,5,23,1,1,5,NULL,2,9,3,22,9,4,21,NULL,23,41,8,18,8,8,66,NULL,8,1,8,11,5,2,3,9,6,8,NULL,76,17,47,7,17,15,4,4,23,12,14,NULL,1,8,NULL,96,26,31,35,21,NULL,65,NULL
1976-08-17,34,3,1,14,4,2,NULL,1,7,3,NULL,23,56,3,22,NULL,53,4,3,NULL,6,1,4,5,NULL,11,10,34,3,7,7,4,2,26,4,1,10,NULL,22,2,2,4,46,7,11,10,6,65,6,4,NULL,NULL,NULL,NULL,25,21,6,7,1,1,116,75,32,15,10,9,2,1,7,16,8,6,2,NULL,NULL,16,2,1,6,5,16,NULL,3,4,NULL,12,13,1,26,10,3,14,NULL,20,31,4,16,1,2,76,3,3,NULL,16,13,3,3,8,1,11,7,NULL,97,19,38,6,16,21,5,6,13,11,23,2,NULL,6,NULL,72,23,16,31,14,NULL,54,NULL
1976-08-24,38,3,3,19,3,5,1,4,7,5,NULL,24,77,4,16,NULL,57,4,9,1,10,NULL,NULL,3,NULL,11,9,28,8,5,5,7,4,37,1,2,6,NULL,13,1,3,5,40,3,13,9,7,57,14,4,NULL,NULL,NULL,NULL,22,11,7,6,3,4,107,63,34,24,8,4,2,1,9,22,11,4,2,NULL,NULL,9,2,2,10,1,18,1,NULL,8,NULL,4,18,NULL,18,16,5,18,NULL,24,25,3,17,4,9,65,NULL,1,4,6,13,7,1,4,9,3,8,NULL,92,19,45,10,16,25,10,5,15,NULL,18,NULL,NULL,15,NULL,79,20,26,30,16,NULL,64,NULL
1976-08-31,31,1,2,19,9,3,NULL,7,5,11,1,27,80,4,24,NULL,62,2,2,2,11,NULL,5,2,NULL,19,9,28,9,8,10,9,3,36,2,5,13,NULL,19,5,3,6,62,7,25,18,8,97,7,3,NULL,NULL,2,NULL,21,9,11,14,1,4,137,73,37,14,10,8,NULL,NULL,8,16,18,9,3,NULL,NULL,7,9,3,6,7,21,1,1,5,NULL,8,16,2,23,10,3,13,NULL,22,33,4,18,2,8,77,3,5,2,4,15,12,2,3,6,10,8,NULL,99,22,55,11,16,22,11,14,13,8,16,1,NULL,5,NULL,120,29,37,38,25,NULL,77,NULL
1976-09-07,34,5,NULL,10,8,NULL,3,2,2,7,1,36,45,6,23,NULL,44,3,4,NULL,14,1,1,4,NULL,12,13,21,7,8,9,2,3,20,2,4,11,NULL,19,1,1,4,36,3,13,17,8,72,3,4,1,NULL,1,NULL,21,11,11,7,2,2,113,61,34,16,9,14,NULL,1,1,11,8,6,4,NULL,NULL,6,9,6,7,3,26,1,NULL,5,NULL,4,8,3,14,13,9,23,NULL,18,35,2,7,3,6,60,7,3,2,10,10,8,1,4,9,8,12,NULL,103,9,24,15,19,20,12,1,8,10,23,1,NULL,9,NULL,95,29,33,42,10,NULL,57,NULL
1976-09-14,37,NULL,2,5,5,5,1,3,6,6,NULL,26,62,8,17,NULL,63,1,6,1,8,2,6,2,1,20,5,20,8,10,10,2,4,17,6,3,6,NULL,8,4,4,2,40,7,13,10,4,71,7,3,1,NULL,1,NULL,28,11,5,7,1,3,118,60,33,17,6,7,NULL,NULL,6,12,5,17,3,NULL,NULL,5,2,1,6,6,14,1,1,7,NULL,6,10,3,20,14,10,23,NULL,10,24,4,4,3,11,72,NULL,3,2,7,11,2,3,7,5,8,7,NULL,91,19,45,10,12,13,6,8,12,11,19,1,NULL,13,NULL,100,25,37,45,17,NULL,60,1
1976-09-21,35,1,4,31,4,5,NULL,2,4,7,2,31,67,3,14,NULL,49,3,3,4,6,2,3,2,NULL,13,12,28,5,10,5,5,3,38,5,4,6,NULL,17,2,2,4,45,4,16,10,14,56,6,3,1,NULL,3,NULL,28,6,8,2,3,4,111,53,31,29,9,11,2,NULL,5,13,8,10,4,NULL,NULL,9,2,2,9,5,14,1,2,7,NULL,8,8,1,12,13,8,21,NULL,35,33,1,27,3,5,51,4,2,2,5,12,2,3,1,5,4,11,NULL,96,23,50,5,15,20,4,4,5,9,15,1,NULL,12,NULL,96,17,29,30,19,NULL,59,NULL
1976-09-28,33,4,3,13,3,1,NULL,2,6,10,3,32,67,NULL,18,NULL,55,5,1,1,8,2,2,1,NULL,9,10,22,6,7,1,3,7,47,4,3,15,NULL,15,4,2,3,37,1,19,14,3,72,15,3,NULL,NULL,1,NULL,17,4,10,12,4,3,119,70,26,17,11,19,1,1,6,20,10,11,1,NULL,NULL,5,1,4,7,3,13,NULL,1,5,NULL,6,9,9,21,2,3,17,NULL,22,40,4,11,3,4,57,1,5,1,6,10,8,4,8,13,8,9,NULL,90,16,39,7,17,28,10,7,12,6,23,NULL,NULL,6,NULL,135,29,45,41,19,NULL,72,NULL
1976-10-05,22,2,2,14,3,3,2,3,7,5,1,31,72,2,24,NULL,54,6,5,1,6,3,2,2,NULL,18,14,22,4,8,9,4,1,27,2,4,4,NULL,21,2,2,4,58,2,14,14,9,67,12,8,NULL,NULL,NULL,NULL,21,9,6,2,3,4,135,67,32,15,12,6,NULL,NULL,7,22,10,10,5,NULL,NULL,7,7,2,5,3,21,1,2,2,NULL,4,9,5,22,10,1,20,NULL,14,23,4,5,1,7,78,2,2,4,5,8,9,3,5,9,9,8,NULL,83,18,53,7,17,26,7,7,14,5,19,1,NULL,11,NULL,95,32,27,43,25,NULL,63,NULL
1976-10-12,36,1,NULL,21,4,2,1,3,3,4,2,28,71,1,22,NULL,60,3,7,2,12,1,1,2,NULL,10,7,24,5,9,9,5,2,32,3,1,9,NULL,16,1,3,2,45,4,13,16,6,56,13,5,NULL,NULL,1,NULL,22,11,8,9,4,4,120,75,31,25,7,11,1,NULL,11,14,10,8,3,NULL,NULL,10,1,2,6,3,11,1,1,7,NULL,4,13,4,25,6,6,10,NULL,12,27,3,11,NULL,4,80,3,5,NULL,10,12,3,3,7,5,9,8,NULL,98,16,35,5,19,22,5,7,10,3,28,NULL,NULL,5,NULL,113,27,43,48,11,NULL,59,1
1976-10-19,30,3,2,14,3,1,1,2,4,2,NULL,22,75,2,13,NULL,61,1,3,3,14,2,1,2,NULL,15,11,26,5,6,7,8,3,27,4,3,5,NULL,18,3,2,2,34,5,12,13,8,71,6,7,NULL,NULL,1,NULL,15,9,9,8,1,6,137,63,30,14,10,13,1,3,5,7,9,9,1,NULL,NULL,12,3,4,4,7,22,1,2,8,NULL,8,10,2,17,6,1,22,NULL,33,28,8,17,5,11,64,5,2,1,10,14,6,6,5,5,6,10,NULL,78,6,39,7,15,24,6,7,17,6,21,NULL,1,7,NULL,93,26,40,35,15,NULL,62,1
1976-10-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1976-10-26,32,3,NULL,17,5,5,2,2,3,6,NULL,29,80,NULL,13,NULL,40,5,5,3,10,NULL,1,1,NULL,15,14,25,8,7,10,5,NULL,33,3,3,9,NULL,25,4,NULL,2,42,4,9,14,13,66,9,1,NULL,NULL,1,NULL,12,7,14,10,2,1,109,80,30,14,9,11,NULL,2,4,18,10,11,1,NULL,NULL,9,3,2,6,2,15,NULL,4,8,NULL,5,15,2,12,6,4,26,NULL,18,24,5,6,4,6,68,2,1,NULL,7,14,3,4,5,4,3,6,NULL,84,15,39,9,9,27,6,6,13,2,19,NULL,NULL,13,NULL,113,32,32,35,15,NULL,70,NULL
1976-11-02,29,3,3,19,5,2,NULL,4,2,7,3,26,72,1,33,NULL,53,2,4,4,10,3,3,2,NULL,12,14,30,5,5,4,6,9,41,5,1,6,NULL,12,2,5,3,47,5,21,13,4,70,5,3,NULL,NULL,NULL,NULL,26,9,9,8,4,2,114,62,25,15,11,11,1,NULL,6,19,11,9,4,NULL,NULL,8,3,2,1,1,17,1,1,7,NULL,9,9,4,14,11,3,15,NULL,27,34,4,14,6,3,73,2,1,3,8,16,9,NULL,3,10,11,3,NULL,71,22,52,9,15,22,5,9,5,8,19,2,NULL,9,NULL,116,25,34,44,19,NULL,67,1
1976-11-09,47,2,5,16,3,4,2,2,3,6,1,23,86,5,21,NULL,46,2,4,4,14,NULL,2,5,NULL,19,8,27,6,8,6,6,2,26,3,3,10,NULL,15,1,1,NULL,44,4,19,20,5,65,10,6,NULL,NULL,NULL,NULL,20,9,9,10,1,1,105,79,38,20,10,8,4,2,8,13,9,10,2,NULL,NULL,10,NULL,7,7,4,24,NULL,NULL,6,NULL,6,19,2,23,15,8,24,NULL,30,36,1,8,2,8,89,4,1,NULL,9,14,6,3,4,6,12,9,NULL,65,23,31,5,7,15,7,6,10,7,17,NULL,NULL,6,NULL,78,27,28,39,16,NULL,70,1
1976-11-16,41,NULL,4,10,7,3,2,4,4,7,2,29,75,3,28,NULL,66,4,4,1,10,2,3,1,NULL,17,18,34,8,4,8,10,1,15,9,2,5,NULL,19,2,3,1,36,4,17,13,4,74,13,4,NULL,NULL,NULL,NULL,21,8,6,6,1,1,151,76,27,25,9,10,2,NULL,9,11,12,9,1,NULL,NULL,7,5,2,5,3,17,1,2,12,NULL,5,17,1,24,8,6,25,NULL,17,29,5,8,4,7,56,NULL,4,1,8,19,9,5,4,9,10,9,NULL,102,20,35,7,8,16,6,7,14,7,13,1,NULL,7,NULL,76,25,17,31,15,NULL,73,NULL
1976-11-23,48,3,4,15,3,4,3,6,6,5,1,28,103,2,22,NULL,68,6,4,1,10,NULL,2,1,NULL,26,10,18,9,5,6,8,4,42,10,4,15,NULL,16,3,2,5,42,2,19,18,3,61,9,6,NULL,NULL,1,NULL,17,5,10,9,1,3,107,73,41,17,10,5,NULL,NULL,3,17,13,3,5,NULL,NULL,11,1,3,9,3,17,1,1,4,NULL,4,9,2,29,15,7,23,NULL,13,23,3,7,2,8,64,5,1,NULL,6,14,10,1,3,7,6,7,NULL,71,11,42,13,5,17,4,6,11,9,19,NULL,1,10,NULL,102,12,18,33,22,NULL,52,NULL
1976-11-30,29,4,NULL,15,4,3,4,2,2,3,3,26,73,3,20,NULL,48,NULL,2,1,11,1,NULL,6,NULL,12,11,25,4,3,7,12,9,27,4,2,7,NULL,19,6,1,2,48,10,11,6,9,64,6,5,NULL,NULL,1,NULL,15,8,8,14,1,3,135,67,31,21,5,7,3,NULL,6,14,9,10,2,NULL,NULL,9,4,2,6,7,13,NULL,NULL,7,NULL,8,7,5,20,9,5,15,NULL,22,21,7,23,8,4,66,2,5,1,11,11,5,1,5,4,5,12,NULL,90,26,49,6,15,19,4,6,17,10,19,NULL,NULL,14,NULL,89,13,37,32,16,NULL,55,NULL
1976-12-07,45,3,3,14,5,4,NULL,4,1,3,3,26,75,1,30,NULL,54,11,NULL,NULL,11,2,1,NULL,NULL,14,18,25,3,9,5,5,2,27,5,3,7,NULL,19,5,NULL,1,44,7,17,11,8,57,10,7,1,NULL,NULL,NULL,22,9,7,5,1,7,133,61,30,22,11,3,1,NULL,3,6,15,10,3,NULL,NULL,10,1,NULL,14,2,25,1,1,4,NULL,6,14,5,21,9,2,22,NULL,20,21,5,12,1,11,83,1,4,1,7,14,9,2,4,7,7,9,NULL,90,16,38,NULL,14,23,5,7,13,3,26,NULL,NULL,7,NULL,98,22,26,31,13,NULL,53,NULL
1976-12-14,32,NULL,2,17,8,2,1,1,7,10,NULL,28,58,3,32,NULL,60,3,5,4,11,NULL,2,5,NULL,21,12,20,4,8,9,2,3,25,5,2,5,NULL,16,1,2,2,38,4,18,16,10,57,6,8,NULL,NULL,1,NULL,14,11,20,7,3,NULL,115,70,29,24,7,13,1,1,12,17,6,8,4,NULL,NULL,6,NULL,8,5,1,17,2,1,5,NULL,7,15,5,17,12,7,20,NULL,13,31,3,7,3,8,72,1,3,1,7,17,6,2,3,10,10,3,NULL,92,18,47,4,11,18,6,5,13,6,23,1,NULL,12,NULL,96,18,27,41,18,NULL,70,NULL
1976-12-21,33,NULL,3,12,3,7,NULL,4,NULL,6,NULL,21,69,3,22,NULL,55,3,6,5,12,NULL,2,4,NULL,12,14,32,4,7,9,4,6,23,7,5,13,NULL,24,3,4,2,37,8,12,9,7,57,11,4,1,NULL,NULL,NULL,26,10,9,15,1,2,125,60,48,23,6,4,1,1,10,14,15,7,9,NULL,NULL,8,3,6,4,2,13,NULL,NULL,7,NULL,5,17,4,32,9,5,18,NULL,17,20,3,8,NULL,4,61,1,5,NULL,2,12,5,3,4,9,10,8,NULL,82,16,58,7,12,27,15,6,9,3,20,NULL,NULL,6,NULL,109,27,35,25,20,NULL,72,NULL
1976-12-27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1976-12-28,31,3,1,18,6,5,1,3,8,7,1,39,70,2,26,NULL,47,NULL,6,5,16,NULL,1,4,NULL,18,10,34,4,2,11,7,4,35,9,3,5,NULL,17,4,NULL,1,39,3,10,8,8,54,11,4,NULL,NULL,NULL,NULL,14,10,12,8,NULL,6,133,56,26,14,17,7,1,NULL,8,22,10,6,3,NULL,NULL,8,7,4,6,2,10,NULL,NULL,11,NULL,8,22,3,27,14,7,26,NULL,22,33,1,18,3,3,69,2,4,2,8,11,9,2,4,10,9,8,NULL,79,18,38,9,13,18,5,2,10,4,24,NULL,NULL,7,NULL,92,16,21,26,13,NULL,53,NULL
1977-01-04,23,1,1,28,3,7,1,3,10,3,NULL,12,69,1,18,NULL,57,6,2,1,8,2,1,NULL,NULL,14,12,20,3,6,8,3,2,18,2,4,8,NULL,17,2,1,1,24,4,6,9,7,60,4,NULL,NULL,NULL,3,NULL,12,5,13,9,3,9,177,84,44,16,6,14,1,2,10,10,5,4,7,1,NULL,11,6,4,5,2,18,2,NULL,3,NULL,6,12,5,21,6,4,11,NULL,11,28,2,3,3,7,51,1,8,2,8,13,6,1,5,6,4,3,NULL,107,10,57,4,18,30,14,13,16,13,31,NULL,NULL,5,NULL,143,32,60,61,22,NULL,63,NULL
1977-01-11,28,2,5,6,4,2,2,2,5,13,2,23,69,3,19,NULL,54,5,1,2,8,NULL,5,2,NULL,7,10,26,11,10,8,5,4,15,4,1,4,NULL,5,4,2,1,29,4,10,12,4,58,8,2,1,NULL,NULL,NULL,14,8,18,8,4,5,117,54,30,22,7,6,1,NULL,5,19,16,9,5,NULL,NULL,10,4,4,3,3,11,2,2,9,NULL,4,7,2,26,7,7,13,NULL,10,22,6,7,2,3,54,NULL,5,1,6,12,8,2,5,6,6,5,NULL,95,15,33,6,11,22,4,9,20,8,24,1,NULL,4,NULL,109,30,37,63,18,NULL,53,NULL
1977-01-18,43,3,1,10,6,3,NULL,3,5,3,NULL,22,62,3,18,NULL,52,5,2,1,5,3,2,3,NULL,17,9,18,4,9,9,1,2,25,7,8,5,NULL,15,NULL,3,2,43,6,14,10,4,62,13,3,1,NULL,NULL,NULL,17,5,4,7,1,3,109,53,33,27,8,8,NULL,1,4,16,12,8,2,NULL,NULL,5,2,5,11,3,14,NULL,NULL,2,NULL,4,12,2,21,7,3,18,NULL,15,30,2,8,1,6,60,2,4,NULL,11,14,6,5,3,4,7,5,NULL,79,13,47,6,15,17,9,6,11,7,19,NULL,NULL,5,NULL,98,26,33,44,24,NULL,73,NULL
1977-01-25,26,3,5,13,3,6,NULL,3,1,5,3,22,73,3,25,NULL,45,5,1,2,5,NULL,3,1,NULL,15,7,19,8,7,5,4,3,24,3,1,5,NULL,20,3,1,2,35,4,9,19,9,63,8,4,2,NULL,1,NULL,18,11,12,10,NULL,3,115,62,41,18,14,9,1,NULL,10,14,11,8,1,NULL,NULL,6,5,2,7,1,9,1,1,6,NULL,4,10,1,16,4,3,15,NULL,16,21,5,11,1,3,68,1,1,1,4,9,7,4,8,4,16,18,NULL,80,12,37,8,15,16,4,3,11,9,34,1,NULL,7,NULL,88,23,28,32,22,NULL,62,NULL
1977-02-01,29,NULL,2,16,6,3,NULL,5,4,3,2,19,49,4,22,NULL,35,NULL,3,2,9,NULL,1,NULL,NULL,20,10,11,7,7,6,4,7,24,1,2,4,NULL,13,4,1,2,46,4,8,10,5,38,12,1,1,NULL,1,NULL,13,8,8,4,3,NULL,92,38,22,15,11,7,1,NULL,5,12,14,6,1,NULL,NULL,5,3,1,3,4,10,2,1,4,NULL,4,11,1,13,9,1,9,NULL,16,26,2,6,3,3,52,NULL,3,2,5,7,7,3,5,6,8,9,NULL,60,10,28,5,17,15,4,7,10,1,19,NULL,NULL,7,NULL,76,19,25,42,18,NULL,57,NULL
1977-02-08,36,1,2,15,2,2,1,3,2,1,NULL,21,61,2,21,NULL,33,NULL,2,1,12,1,NULL,NULL,NULL,14,9,20,3,15,4,6,3,23,4,1,6,NULL,19,2,1,6,29,4,16,3,3,45,4,4,NULL,NULL,NULL,NULL,19,7,3,5,2,1,83,52,29,15,7,5,1,NULL,6,10,4,5,NULL,NULL,NULL,7,1,3,6,7,13,NULL,1,6,NULL,6,10,2,15,8,7,11,NULL,12,15,4,9,6,7,55,1,2,NULL,7,10,6,2,4,4,4,5,NULL,61,14,42,12,16,18,6,4,9,4,16,NULL,NULL,2,NULL,76,18,16,38,20,NULL,45,NULL
1977-02-15,27,1,2,10,5,3,NULL,1,1,5,2,20,47,5,16,NULL,47,NULL,5,4,8,1,NULL,1,NULL,12,10,16,5,9,5,4,6,20,4,4,4,NULL,8,3,1,2,33,1,11,7,11,48,8,2,NULL,NULL,NULL,NULL,17,9,5,8,5,3,103,59,33,18,3,10,NULL,NULL,5,15,7,5,1,NULL,NULL,5,3,2,9,1,12,1,NULL,5,NULL,6,7,3,21,9,2,24,NULL,23,28,3,15,2,5,48,NULL,1,2,11,17,9,2,1,4,8,9,NULL,64,5,23,4,10,6,1,2,6,2,12,1,1,5,NULL,63,18,13,18,8,NULL,49,NULL
1977-02-22,25,1,4,12,5,2,1,3,3,6,1,30,43,1,14,NULL,54,1,1,NULL,9,NULL,2,3,NULL,16,13,26,3,6,5,4,NULL,14,3,3,7,NULL,13,2,5,1,31,5,10,12,8,53,10,3,NULL,NULL,1,NULL,18,12,14,4,2,2,94,50,32,18,12,9,3,NULL,3,6,9,7,NULL,NULL,NULL,6,2,1,2,6,10,NULL,1,1,NULL,6,5,1,15,5,6,17,NULL,15,20,2,8,2,3,41,1,4,2,5,11,6,NULL,4,9,6,3,NULL,61,18,31,5,13,14,6,2,12,1,11,NULL,NULL,1,NULL,71,17,28,36,11,NULL,45,NULL
1977-03-01,27,5,2,8,4,2,NULL,1,2,3,3,17,49,NULL,12,NULL,43,4,2,4,8,2,6,3,NULL,5,6,14,3,7,10,9,1,28,2,1,6,NULL,14,3,NULL,2,38,2,12,7,5,50,9,3,NULL,NULL,NULL,NULL,25,7,11,9,NULL,NULL,91,44,16,18,6,12,1,1,11,11,5,6,1,NULL,NULL,11,7,2,6,7,10,1,4,4,NULL,3,14,5,15,6,4,18,NULL,16,28,2,9,3,4,43,NULL,3,NULL,8,13,14,3,7,3,7,2,NULL,59,24,35,5,10,15,3,6,10,3,16,NULL,NULL,11,NULL,86,18,18,28,17,NULL,57,1
1977-03-08,19,1,2,9,8,2,NULL,4,3,3,3,31,58,1,16,NULL,26,2,1,6,8,4,1,3,NULL,13,11,21,5,9,5,3,1,23,1,1,6,NULL,17,3,3,1,42,3,12,10,5,54,8,4,NULL,NULL,2,NULL,17,10,8,9,4,6,103,70,28,18,7,10,1,NULL,9,18,7,4,3,NULL,NULL,4,5,1,3,4,9,1,NULL,8,NULL,6,4,2,20,3,4,21,NULL,19,23,2,6,2,3,51,2,2,1,1,12,5,4,3,6,6,5,NULL,84,18,30,8,20,10,5,8,15,4,24,1,NULL,10,NULL,105,21,24,34,11,NULL,56,NULL
