date,A01,A21,A22,A23,A24,A41,A42,A43,A44,A45,A46,A47,A61,A62,A63,A99,B01,B02,B03,B04,B05,B06,B07,B08,B09,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B41,B42,B43,B44,B60,B61,B62,B63,B64,B65,B66,B67,B68,B81,B82,B99,C01,C02,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C21,C22,C23,C25,C30,C40,C99,D01,D02,D03,D04,D05,D06,D07,D10,D21,D99,E01,E02,E03,E04,E05,E06,E21,E99,F01,F02,F03,F04,F05,F15,F16,F17,F21,F22,F23,F24,F25,F26,F27,F28,F41,F42,F99,G01,G02,G03,G04,G05,G06,G07,G08,G09,G10,G11,G12,G16,G21,G99,H01,H02,H03,H04,H05,H99,Y02,Y04
1994-10-18,69,4,1,28,1,3,2,1,3,16,6,58,207,7,61,NULL,59,1,4,4,32,2,1,5,4,18,14,31,12,15,5,5,4,48,8,8,19,1,32,1,2,5,74,10,28,25,9,85,13,5,1,1,12,NULL,25,9,10,24,2,NULL,108,135,78,20,9,41,1,2,5,14,32,4,5,2,NULL,10,4,5,5,3,16,1,3,8,NULL,8,8,4,23,21,13,25,NULL,19,33,1,18,5,5,80,NULL,8,3,10,15,19,6,4,14,11,8,NULL,145,45,73,7,25,96,15,14,24,16,76,NULL,6,7,NULL,208,34,54,110,38,NULL,84,NULL
1994-10-25,48,2,3,16,2,10,1,9,6,19,6,46,229,9,46,NULL,57,3,3,NULL,15,NULL,4,5,4,20,8,36,6,13,11,3,6,50,4,2,17,NULL,29,10,3,5,66,4,22,18,11,89,5,5,1,NULL,11,NULL,7,8,7,24,1,2,171,88,48,22,9,40,1,NULL,3,14,20,4,6,NULL,NULL,4,NULL,3,2,4,18,NULL,2,15,NULL,4,3,5,27,11,9,32,NULL,29,50,5,23,8,1,109,3,7,1,11,11,15,6,5,8,13,4,NULL,153,68,84,2,36,99,13,7,27,14,95,2,3,5,NULL,236,40,35,111,44,NULL,98,3
1994-11-01,50,6,1,18,5,5,2,4,6,4,4,34,175,8,26,NULL,59,2,3,1,16,2,3,10,4,18,13,32,9,9,9,2,4,41,1,2,14,NULL,25,5,4,4,51,6,14,14,8,65,6,3,NULL,NULL,4,NULL,13,19,6,18,5,4,94,80,48,23,11,31,NULL,2,8,12,24,5,10,NULL,NULL,15,5,3,3,2,15,NULL,2,14,NULL,9,14,11,17,11,4,19,NULL,16,42,NULL,14,5,1,81,3,6,5,12,12,12,1,2,9,14,7,NULL,126,51,68,1,14,103,11,6,22,3,50,NULL,2,14,NULL,147,25,36,104,30,NULL,80,NULL
1994-11-08,52,6,NULL,23,5,11,5,6,7,12,2,47,160,7,56,NULL,77,8,3,8,20,2,5,10,11,20,10,30,8,18,10,7,7,43,5,1,21,NULL,35,8,3,8,100,6,27,13,9,75,10,10,2,1,11,NULL,19,12,12,23,NULL,1,128,121,45,15,14,30,NULL,NULL,1,14,18,8,5,1,NULL,14,3,3,11,3,10,1,4,10,NULL,12,13,12,25,12,7,34,NULL,22,44,NULL,19,6,6,96,3,7,2,15,12,18,7,9,5,12,9,NULL,139,63,86,5,27,90,22,9,28,13,69,NULL,1,11,NULL,211,37,49,121,51,NULL,86,1
1994-11-15,61,4,3,22,NULL,5,NULL,6,5,11,2,59,226,4,41,NULL,69,3,2,1,20,3,8,9,6,14,8,35,11,19,8,4,4,41,6,6,16,NULL,24,11,NULL,11,90,5,22,14,8,73,8,7,1,2,6,NULL,19,16,20,21,3,1,168,74,48,25,11,45,NULL,NULL,8,14,30,10,14,3,NULL,7,3,1,6,4,9,NULL,NULL,10,NULL,11,3,10,32,6,5,21,NULL,21,41,1,25,12,5,100,NULL,4,2,17,16,26,4,8,14,10,5,NULL,172,57,92,9,20,63,19,12,33,9,60,1,4,12,NULL,206,42,47,121,49,NULL,105,2
1994-11-22,58,8,2,24,6,8,4,4,2,20,6,49,200,8,35,NULL,71,4,6,1,24,3,6,12,3,15,17,33,15,23,15,4,4,42,7,6,16,1,41,9,2,2,80,5,17,23,11,71,8,11,NULL,2,7,NULL,24,16,14,27,6,2,112,89,46,19,8,44,1,NULL,11,16,32,7,6,1,NULL,8,3,3,12,1,13,NULL,2,13,NULL,11,5,3,26,11,10,19,NULL,27,35,2,21,4,6,110,3,11,1,9,23,15,1,7,12,15,7,NULL,156,54,61,4,28,131,20,9,28,11,70,NULL,2,11,NULL,208,39,33,108,34,NULL,114,NULL
1994-11-29,66,2,3,14,2,10,2,9,7,5,NULL,65,219,9,45,NULL,70,3,6,2,29,1,7,9,3,12,11,43,16,20,11,10,6,57,2,1,17,2,36,5,6,9,83,4,29,20,7,73,13,9,1,NULL,8,NULL,18,23,7,23,1,1,65,111,38,19,8,26,NULL,2,3,15,22,7,10,1,NULL,11,NULL,2,6,5,9,NULL,2,15,NULL,3,9,8,35,16,11,20,NULL,15,36,NULL,23,6,2,106,5,9,NULL,12,19,18,4,3,8,10,4,NULL,158,40,79,2,28,97,19,9,28,21,56,1,2,8,NULL,204,32,47,142,48,NULL,76,3
1994-12-06,57,3,2,23,8,8,2,5,8,14,3,64,249,7,33,NULL,63,NULL,5,5,26,3,2,7,7,6,11,31,5,19,5,6,3,38,6,5,13,1,31,7,1,2,55,3,19,9,9,89,10,7,NULL,NULL,8,NULL,18,5,15,20,NULL,2,171,113,59,26,12,35,2,NULL,6,16,20,4,6,NULL,NULL,10,3,6,6,3,21,1,3,6,NULL,5,5,9,21,15,8,18,NULL,22,37,1,20,7,2,78,4,9,4,10,19,14,3,6,9,13,11,NULL,153,54,74,1,24,118,19,7,25,14,66,NULL,2,7,NULL,208,30,41,128,45,NULL,97,NULL
1994-12-13,38,1,3,13,2,2,1,4,3,10,5,37,149,5,29,NULL,50,4,4,4,18,2,3,11,6,10,17,31,10,14,3,2,6,33,3,2,17,NULL,38,4,3,5,68,2,22,19,15,70,9,7,1,NULL,16,NULL,9,11,14,18,4,3,53,84,44,17,12,19,NULL,1,4,21,30,10,5,NULL,NULL,5,3,1,3,2,14,NULL,NULL,6,NULL,4,6,6,28,13,5,24,NULL,18,39,1,14,4,2,66,2,8,1,8,15,9,4,6,9,11,2,NULL,126,48,53,3,20,45,14,9,23,6,61,1,1,8,NULL,204,33,48,85,51,NULL,80,2
1994-12-20,43,5,2,21,2,5,3,4,4,5,3,35,188,5,37,NULL,48,7,2,1,11,2,3,4,2,8,10,40,4,19,9,8,3,35,2,6,10,NULL,27,6,2,1,70,5,19,13,9,69,10,3,NULL,NULL,11,NULL,9,8,6,15,3,NULL,132,69,39,15,9,42,1,NULL,8,10,19,7,10,NULL,NULL,10,1,2,5,6,9,NULL,3,6,NULL,7,5,4,19,10,6,12,NULL,21,27,1,16,5,2,74,4,8,NULL,5,9,8,4,5,7,13,1,NULL,108,37,51,5,20,102,13,8,21,13,67,NULL,2,8,NULL,160,33,36,97,41,NULL,84,2
1994-12-27,41,5,3,18,1,6,2,3,7,7,4,50,244,4,33,NULL,65,8,6,1,21,NULL,3,5,6,14,14,39,5,27,7,7,3,55,3,6,18,1,41,9,1,7,72,5,19,16,5,85,6,6,1,1,17,NULL,20,13,14,23,1,1,63,91,48,23,13,29,NULL,3,6,11,28,6,3,NULL,NULL,6,4,5,5,4,18,1,2,4,NULL,11,9,6,28,14,5,22,NULL,32,43,3,21,5,6,87,6,9,NULL,19,16,13,3,4,10,15,11,NULL,157,57,76,4,30,115,13,8,28,19,75,1,3,16,NULL,215,45,47,110,56,NULL,109,NULL
1995-01-03,50,8,2,23,5,4,NULL,4,7,15,7,57,174,9,50,NULL,69,2,5,1,24,NULL,4,8,6,20,7,31,12,22,13,6,4,36,6,3,10,NULL,28,6,4,4,78,7,27,14,5,91,8,5,1,1,7,NULL,21,12,15,23,5,2,115,89,51,14,11,43,NULL,NULL,5,8,34,13,4,2,NULL,6,1,1,3,3,12,NULL,NULL,12,NULL,9,14,5,26,12,7,30,NULL,21,46,1,25,5,5,92,2,10,2,13,12,12,6,6,3,12,6,NULL,162,37,71,9,22,131,22,13,27,7,85,1,3,9,NULL,230,27,48,116,51,NULL,103,NULL
1995-01-10,61,4,2,16,4,5,2,6,9,14,2,49,234,4,33,NULL,56,5,4,3,13,4,3,7,2,17,8,40,5,26,9,6,2,37,4,1,18,NULL,35,7,2,1,71,1,25,14,7,80,14,6,NULL,NULL,8,NULL,17,10,10,20,NULL,3,191,86,51,16,13,22,NULL,NULL,5,13,33,5,8,1,NULL,11,1,1,9,4,14,NULL,3,9,NULL,13,10,3,23,9,9,17,NULL,26,40,3,33,13,2,88,3,12,1,12,14,16,3,5,10,9,3,NULL,162,66,78,5,18,92,18,12,22,16,76,NULL,1,7,NULL,175,24,51,116,51,NULL,87,1
1995-01-17,36,6,4,15,NULL,3,2,9,2,8,3,49,169,4,31,NULL,55,10,1,3,19,1,2,6,2,11,18,26,5,8,3,7,3,34,4,7,8,1,20,5,NULL,2,66,2,16,12,8,75,11,2,NULL,NULL,7,NULL,15,10,6,21,1,2,132,69,35,18,10,19,1,1,9,7,30,4,5,1,NULL,7,2,2,7,5,14,1,2,11,NULL,6,7,7,24,16,3,16,NULL,21,35,NULL,17,3,4,70,3,7,1,8,7,12,1,8,5,8,2,NULL,109,36,68,2,24,52,12,12,17,14,61,NULL,2,8,NULL,204,36,45,81,46,NULL,71,1
1995-01-24,30,3,2,17,2,6,1,3,6,6,3,33,216,5,29,NULL,55,4,3,3,16,2,1,7,5,7,8,30,4,10,4,4,3,29,2,2,12,1,33,10,4,3,74,2,24,7,10,63,4,5,2,NULL,15,NULL,18,7,10,16,4,1,85,76,43,17,12,23,1,NULL,3,17,31,4,3,1,NULL,5,2,2,5,9,6,NULL,3,14,NULL,4,10,7,12,10,5,9,NULL,19,31,1,14,5,3,81,4,3,2,8,13,5,2,4,9,11,2,NULL,121,54,61,5,18,94,15,3,18,8,65,NULL,2,8,NULL,174,27,38,109,31,NULL,77,1
1995-01-31,31,4,1,11,2,4,2,6,3,7,5,42,196,5,29,NULL,51,3,2,NULL,15,2,7,7,3,9,13,24,12,12,4,7,4,38,3,3,12,2,18,4,4,2,84,2,18,12,3,56,3,8,NULL,NULL,11,NULL,14,15,8,10,3,2,125,81,42,14,8,23,NULL,2,3,13,10,10,4,1,NULL,6,NULL,4,9,2,14,NULL,6,16,NULL,6,8,6,14,6,4,9,NULL,21,38,1,21,7,2,87,6,13,3,4,13,16,1,4,12,9,5,NULL,98,43,74,2,18,122,11,5,23,14,61,1,1,11,NULL,153,27,28,105,39,NULL,93,2
1995-02-07,42,5,1,19,3,4,1,5,3,11,3,36,187,9,31,NULL,60,4,1,3,22,4,6,5,7,3,7,23,7,19,14,3,3,27,6,1,10,1,23,6,4,2,65,5,14,10,7,50,12,3,NULL,NULL,5,NULL,9,17,10,19,4,7,114,81,46,19,8,24,NULL,2,2,8,21,3,5,2,NULL,8,2,5,7,3,10,1,3,11,NULL,6,11,5,18,12,6,11,NULL,19,34,1,12,7,2,64,4,8,2,6,12,13,3,2,4,6,11,NULL,103,46,41,2,16,120,18,8,28,9,51,NULL,3,6,NULL,177,33,34,100,47,NULL,92,NULL
1995-02-14,53,3,NULL,19,4,5,3,5,4,14,2,50,195,4,47,NULL,69,2,5,1,20,1,7,7,4,19,10,36,7,21,8,6,4,45,4,5,15,NULL,35,7,10,5,77,9,25,18,8,83,10,5,NULL,2,20,NULL,18,19,10,25,NULL,4,103,69,69,28,19,37,NULL,NULL,3,10,24,9,2,1,NULL,7,NULL,2,10,6,13,1,4,11,NULL,6,9,9,27,15,4,25,NULL,25,39,4,14,7,1,106,1,15,1,10,13,17,4,3,7,18,8,NULL,171,53,85,NULL,25,118,15,9,38,16,63,NULL,3,8,NULL,208,32,60,140,43,NULL,107,1
1995-02-21,38,3,1,13,2,7,1,3,3,12,1,38,195,6,56,NULL,57,6,3,2,18,1,NULL,6,4,22,14,30,8,19,5,4,3,41,7,3,17,2,29,4,3,5,75,4,28,9,10,85,5,8,1,NULL,9,NULL,19,9,8,19,NULL,NULL,166,151,53,23,12,24,2,1,5,7,29,10,2,2,NULL,10,2,3,6,3,7,2,NULL,7,NULL,9,3,8,32,5,11,17,NULL,27,50,3,16,5,3,91,4,4,2,12,5,14,1,5,12,10,6,NULL,145,44,78,3,22,105,7,10,18,13,89,NULL,2,12,NULL,203,34,60,134,33,NULL,107,2
1995-02-28,53,6,1,19,2,5,1,9,7,15,4,43,181,10,52,NULL,59,5,3,1,22,3,9,2,2,20,15,38,6,12,6,6,8,38,1,7,17,2,29,11,3,6,81,1,18,12,10,100,10,7,NULL,4,11,NULL,18,12,10,15,3,1,126,100,53,16,10,24,NULL,NULL,4,12,30,7,4,NULL,NULL,10,3,5,12,3,14,NULL,3,20,NULL,12,11,9,26,15,11,24,NULL,24,39,1,16,10,4,102,3,8,3,17,16,9,3,7,3,14,9,NULL,180,56,74,NULL,24,104,19,7,21,11,70,NULL,1,8,NULL,238,42,54,117,48,NULL,89,2
1995-03-07,50,6,3,20,3,5,2,5,2,13,1,44,233,7,38,NULL,82,7,7,1,17,2,2,3,3,16,13,36,4,15,8,2,5,47,4,2,10,NULL,39,7,1,4,66,6,10,11,10,69,13,8,NULL,1,12,NULL,19,18,13,21,5,1,160,84,40,16,12,25,1,NULL,8,13,22,11,9,3,NULL,7,1,6,3,2,10,NULL,4,7,NULL,9,9,3,28,20,10,15,NULL,20,38,4,19,7,7,81,3,6,2,10,15,10,8,10,8,12,7,NULL,169,54,71,4,26,118,14,13,25,10,87,NULL,2,8,NULL,214,27,61,146,44,NULL,103,NULL
1995-03-14,35,4,1,20,4,4,1,7,3,14,5,41,190,6,33,NULL,65,3,4,1,20,1,5,3,4,10,9,28,8,17,5,7,4,51,2,1,22,1,32,4,4,6,63,3,17,12,10,70,6,2,1,NULL,4,NULL,16,14,11,14,NULL,3,53,73,41,15,9,18,NULL,1,8,10,23,3,5,NULL,NULL,7,4,2,6,3,9,2,5,9,NULL,9,6,13,21,5,6,19,NULL,19,32,2,11,6,3,76,2,10,3,10,13,14,3,6,7,10,3,NULL,117,32,59,3,21,78,17,7,20,12,61,NULL,1,10,NULL,180,35,41,97,53,NULL,87,3
1995-03-21,44,3,5,13,3,6,1,3,8,14,5,48,192,7,42,NULL,72,2,1,1,16,1,9,6,2,12,6,32,14,15,6,5,3,38,5,6,20,2,36,7,1,8,76,4,18,14,15,88,14,10,3,1,16,NULL,18,10,10,19,1,2,197,115,45,20,17,18,NULL,NULL,2,5,25,7,8,NULL,NULL,14,2,4,7,3,14,NULL,2,13,NULL,6,11,6,29,14,4,16,NULL,23,42,1,16,8,3,93,1,13,2,9,13,17,4,2,11,17,11,NULL,151,68,87,4,25,51,9,14,26,14,76,NULL,NULL,7,NULL,218,55,53,129,62,NULL,83,1
1995-03-28,41,6,3,19,3,11,1,8,9,14,3,56,203,6,43,NULL,72,2,6,2,18,NULL,6,6,8,14,17,32,12,15,8,5,4,40,6,4,12,1,36,5,NULL,5,74,5,22,10,5,68,9,4,NULL,1,7,NULL,30,23,14,29,4,2,142,84,49,30,14,34,NULL,1,6,12,20,11,7,NULL,NULL,10,3,4,5,5,8,3,1,17,NULL,12,9,7,25,14,4,12,NULL,20,41,3,17,6,7,92,1,6,NULL,20,8,17,4,4,7,15,6,NULL,181,48,59,2,25,82,20,15,22,17,89,NULL,3,8,NULL,230,40,37,126,60,NULL,110,NULL
1995-04-04,43,3,3,23,5,5,3,3,4,7,4,53,239,8,47,NULL,78,3,5,3,22,2,3,6,5,11,14,31,10,18,11,3,6,53,1,3,13,NULL,28,8,1,7,66,4,15,16,12,73,12,10,NULL,1,12,NULL,11,20,10,16,1,2,117,78,37,17,14,38,NULL,NULL,7,21,24,8,10,2,NULL,7,NULL,2,8,1,18,1,3,11,NULL,13,11,9,24,8,2,20,NULL,29,41,NULL,26,7,1,83,2,14,1,15,9,22,2,2,8,9,6,NULL,130,44,81,2,27,175,9,5,36,16,61,NULL,3,6,NULL,218,39,44,132,63,NULL,106,1
1995-04-11,49,6,5,20,6,5,1,2,5,6,2,58,230,4,36,NULL,63,5,1,3,18,4,5,6,8,12,16,36,10,21,11,5,3,44,2,6,14,NULL,26,8,4,5,71,2,21,16,10,87,10,7,1,NULL,12,NULL,15,12,7,15,5,2,142,94,51,13,7,40,NULL,NULL,8,12,23,5,8,2,NULL,11,5,4,5,2,20,NULL,1,16,NULL,10,12,12,14,11,5,26,NULL,32,39,4,10,8,2,97,4,8,NULL,8,16,8,7,4,10,9,4,NULL,164,51,63,3,26,67,17,22,28,18,74,NULL,NULL,17,NULL,198,40,63,101,57,NULL,100,4
1995-04-18,57,4,4,17,2,10,2,5,4,14,7,49,190,6,50,NULL,80,4,4,NULL,11,2,3,7,3,17,10,32,10,18,4,4,2,59,2,1,20,NULL,23,10,2,6,64,6,19,13,9,73,7,9,NULL,NULL,15,NULL,17,14,10,26,2,2,91,97,35,15,10,38,NULL,NULL,15,10,25,6,9,NULL,NULL,12,4,5,4,4,9,1,4,12,NULL,9,9,5,19,20,5,14,NULL,30,38,2,17,10,5,97,2,14,4,14,16,11,2,4,10,7,4,NULL,160,76,64,3,32,151,22,11,20,10,74,NULL,2,4,NULL,196,43,59,125,47,NULL,104,2
1995-04-25,49,13,NULL,26,3,2,2,6,1,9,1,46,229,6,47,NULL,70,4,2,1,23,2,5,10,1,19,13,34,10,18,6,3,3,44,4,5,12,NULL,31,9,4,5,81,4,24,15,9,82,5,3,NULL,NULL,8,NULL,18,15,6,22,3,2,146,84,58,16,15,37,1,1,8,11,23,10,4,NULL,NULL,6,2,2,9,1,13,2,1,12,NULL,7,11,6,22,20,5,15,NULL,28,51,NULL,11,5,3,78,4,12,1,16,12,18,1,5,12,13,4,NULL,157,46,58,3,27,144,17,10,24,20,66,1,5,9,NULL,204,47,59,127,40,NULL,128,2
1995-05-02,39,5,2,17,2,5,3,4,4,13,1,57,229,8,45,NULL,58,3,6,2,15,4,4,4,2,16,6,33,7,10,14,3,5,47,4,5,7,NULL,29,6,4,4,77,3,20,11,7,62,8,3,1,2,19,NULL,21,12,13,16,4,1,136,110,56,10,12,30,1,1,11,20,26,7,4,1,NULL,5,2,3,3,3,13,1,NULL,13,NULL,8,3,2,21,22,4,29,NULL,29,31,1,18,8,5,90,3,14,2,7,11,10,2,3,7,12,3,NULL,156,54,76,2,22,133,19,6,32,16,78,NULL,3,6,NULL,221,38,52,142,56,NULL,97,1
1995-05-09,48,1,4,11,4,5,4,2,10,9,3,40,183,9,55,NULL,78,5,5,NULL,19,NULL,5,8,9,22,7,28,4,10,8,3,4,39,6,3,18,NULL,32,11,2,11,76,NULL,14,15,7,89,4,8,NULL,NULL,7,NULL,14,18,7,25,3,3,158,83,36,35,8,37,NULL,NULL,9,13,29,7,5,1,NULL,10,1,3,8,4,17,NULL,2,9,NULL,3,7,3,16,15,9,25,NULL,20,24,1,14,8,3,87,3,12,NULL,11,14,11,2,1,6,14,6,NULL,172,62,68,NULL,24,122,13,11,29,18,86,1,2,7,NULL,205,40,50,140,48,NULL,108,2
1995-05-16,64,2,1,19,2,10,2,2,6,11,3,45,207,5,43,NULL,51,3,1,1,19,1,3,9,9,12,13,24,3,17,4,7,4,38,5,8,21,1,36,2,5,3,78,10,16,11,11,92,7,5,NULL,1,14,NULL,20,19,9,13,2,2,112,103,50,12,19,28,1,NULL,6,16,32,9,8,NULL,NULL,7,3,5,10,5,11,2,5,12,NULL,7,3,7,21,13,4,20,NULL,19,35,NULL,10,8,4,94,5,15,NULL,9,9,13,4,11,4,16,10,NULL,192,75,86,5,18,88,16,13,25,16,83,NULL,4,12,NULL,179,40,48,141,45,NULL,85,1
1995-05-23,35,8,1,16,3,9,2,6,7,5,NULL,47,201,8,49,NULL,76,4,1,1,21,1,5,11,2,11,8,29,4,20,10,7,3,40,4,5,24,1,29,15,1,4,75,6,27,11,12,80,6,7,NULL,2,10,NULL,22,10,16,26,3,3,73,85,53,14,9,39,NULL,2,6,10,37,10,6,NULL,NULL,8,4,3,15,2,15,1,3,16,NULL,5,6,4,26,9,9,22,NULL,24,38,3,13,11,5,81,3,11,NULL,15,18,13,6,3,8,15,4,NULL,141,66,72,6,20,135,13,8,19,19,86,NULL,2,8,NULL,201,42,53,136,44,NULL,90,1
1995-05-30,51,3,2,17,NULL,7,2,2,6,9,4,42,201,6,40,NULL,56,4,1,NULL,18,1,7,13,3,18,8,31,5,18,6,5,4,39,4,1,13,NULL,34,6,5,4,69,5,22,14,8,71,14,8,1,NULL,4,NULL,13,12,8,15,NULL,1,204,97,40,9,12,39,NULL,1,6,8,19,8,8,1,NULL,10,3,4,6,1,12,NULL,5,7,NULL,11,8,9,24,16,8,17,NULL,24,38,4,20,10,7,89,2,11,3,9,10,23,3,6,9,17,8,NULL,179,58,66,2,24,132,18,14,33,16,74,NULL,3,8,NULL,192,31,44,135,43,NULL,107,NULL
1995-06-06,37,8,3,18,NULL,7,2,7,4,7,NULL,51,180,4,41,NULL,69,3,4,3,22,4,4,10,8,7,14,33,12,24,11,7,4,49,4,7,22,1,36,12,3,6,70,6,17,20,13,87,8,5,1,NULL,11,NULL,16,16,11,23,2,NULL,74,68,52,22,10,35,NULL,2,5,25,39,11,4,NULL,NULL,9,3,5,7,3,14,NULL,4,9,NULL,7,11,8,25,13,4,20,NULL,23,36,2,13,4,5,83,5,13,NULL,10,16,14,4,5,7,12,4,NULL,156,54,65,4,24,130,15,8,28,11,78,NULL,1,7,NULL,218,44,59,148,48,NULL,101,1
1995-06-13,45,2,2,16,3,7,1,3,4,14,4,46,312,3,41,NULL,49,3,5,1,18,2,2,10,4,8,10,32,10,16,7,8,3,40,3,1,9,NULL,36,4,NULL,3,70,5,18,12,5,65,6,4,2,NULL,14,NULL,9,12,7,16,2,2,147,89,55,13,15,35,1,1,6,13,26,8,7,1,NULL,15,4,5,10,2,9,NULL,4,10,NULL,5,17,4,18,8,9,15,NULL,17,35,1,11,6,2,66,1,7,2,12,8,12,10,2,14,5,9,NULL,174,51,83,3,29,71,14,11,24,15,72,NULL,1,9,NULL,202,43,59,134,45,NULL,83,1
1995-06-20,39,3,5,10,2,NULL,1,5,3,6,2,29,205,8,20,NULL,58,3,NULL,2,15,2,1,3,4,12,3,24,6,18,6,4,1,37,1,1,16,1,31,6,1,NULL,40,1,11,11,4,68,5,4,NULL,2,7,NULL,11,9,12,11,1,1,129,85,42,12,10,36,NULL,2,3,13,18,6,3,NULL,NULL,7,2,1,6,2,11,NULL,1,7,NULL,7,6,3,19,10,2,23,NULL,20,37,4,10,8,2,66,1,12,2,10,12,13,2,3,5,10,5,NULL,128,34,51,1,20,98,18,7,19,12,71,1,3,8,NULL,165,24,41,96,35,NULL,85,1
1995-06-27,60,2,1,23,2,5,4,6,12,16,4,48,191,5,30,NULL,69,3,2,4,13,NULL,7,10,6,9,13,34,8,24,6,8,5,44,3,5,13,1,35,10,4,2,89,3,33,12,8,83,13,7,2,2,10,NULL,21,15,5,14,3,NULL,144,84,53,17,12,56,NULL,1,4,14,26,8,7,2,NULL,8,1,1,6,6,11,NULL,1,12,NULL,5,8,5,21,13,9,17,NULL,24,49,2,19,5,5,103,3,11,NULL,13,9,11,5,4,4,11,6,NULL,160,47,61,1,35,150,14,13,25,13,72,NULL,NULL,4,NULL,191,39,53,141,43,NULL,100,2
1995-07-04,43,1,4,16,3,4,5,1,3,6,NULL,46,206,12,49,NULL,57,6,3,2,18,NULL,6,6,5,10,17,34,7,19,6,6,5,44,3,6,13,2,33,7,3,3,89,4,18,10,12,76,6,6,NULL,1,8,NULL,12,10,6,16,6,3,143,89,42,13,17,35,NULL,NULL,4,17,23,5,6,1,NULL,10,3,2,12,1,6,1,2,10,NULL,14,10,5,19,9,8,12,NULL,19,49,3,10,10,6,71,6,11,3,8,13,16,6,4,10,19,2,NULL,152,50,67,4,22,108,11,8,30,16,67,NULL,NULL,9,NULL,242,33,48,155,38,NULL,110,1
1995-07-11,38,3,5,34,3,2,1,4,4,17,2,30,220,4,37,NULL,53,5,3,2,18,2,8,3,2,10,10,36,11,14,7,4,1,39,3,4,15,3,25,8,4,5,109,3,24,9,12,70,13,4,NULL,NULL,15,NULL,12,14,7,26,4,3,89,77,49,14,19,40,NULL,NULL,9,21,34,6,11,1,NULL,11,3,5,9,3,16,NULL,1,12,NULL,7,12,7,21,9,6,23,NULL,36,30,1,18,11,6,84,3,11,2,13,13,12,4,4,7,15,5,NULL,177,46,58,2,25,116,17,9,16,18,87,NULL,2,9,NULL,231,42,52,159,56,NULL,110,1
1995-07-18,46,5,2,18,1,7,3,4,10,15,4,49,216,16,55,NULL,65,3,5,1,18,3,2,5,8,9,12,25,9,12,2,9,10,43,3,2,16,2,24,11,6,3,86,7,27,14,9,73,8,8,NULL,NULL,8,NULL,12,18,6,11,5,5,166,72,29,15,13,37,NULL,2,6,8,39,6,9,NULL,NULL,7,3,6,3,4,11,NULL,3,12,NULL,3,12,5,27,19,4,16,NULL,23,30,1,11,4,3,103,2,9,1,14,13,6,4,4,4,11,3,NULL,154,62,52,NULL,23,112,18,9,32,12,79,1,2,12,NULL,199,38,52,132,51,NULL,105,NULL
1995-07-25,48,4,2,25,4,8,NULL,4,6,7,4,40,150,4,52,NULL,68,2,4,NULL,18,3,3,4,8,11,13,38,8,17,7,8,3,45,1,4,16,2,37,8,NULL,5,97,4,24,10,7,60,10,10,2,NULL,13,NULL,11,10,6,18,5,2,131,77,38,25,8,48,NULL,1,10,16,22,8,4,3,NULL,7,2,5,7,NULL,12,1,1,6,NULL,12,7,5,16,14,8,26,NULL,27,40,5,23,11,2,109,NULL,11,1,12,18,15,4,5,8,17,7,NULL,141,53,80,NULL,33,99,18,11,20,12,71,NULL,4,9,NULL,229,49,40,151,46,NULL,103,2
1995-08-01,32,2,2,20,NULL,4,5,6,7,14,1,46,183,6,41,NULL,52,1,4,3,11,3,4,5,1,9,6,24,5,14,7,3,4,30,2,5,14,2,24,7,1,6,61,5,18,6,4,51,5,9,NULL,1,11,NULL,18,10,7,17,1,1,83,56,36,15,9,28,NULL,NULL,8,15,14,5,6,1,NULL,4,2,3,9,3,14,1,1,14,NULL,7,8,3,20,9,8,16,NULL,14,29,1,9,4,5,68,2,10,2,13,9,9,3,4,9,13,2,NULL,149,45,67,3,8,85,18,16,19,11,58,1,2,6,NULL,175,32,55,129,38,NULL,75,1
1995-08-08,47,5,NULL,24,4,9,NULL,4,5,14,4,64,221,9,37,NULL,69,3,8,NULL,19,2,2,8,10,5,9,44,10,17,7,5,3,48,1,6,13,2,35,5,2,6,61,8,17,16,6,62,6,4,1,1,13,NULL,13,18,5,19,3,3,146,87,43,15,11,33,NULL,NULL,5,12,23,5,8,1,NULL,5,3,3,6,3,12,1,2,13,NULL,12,14,5,22,14,7,24,NULL,23,29,4,16,8,6,98,3,21,1,7,8,9,2,3,5,17,4,NULL,173,53,66,2,24,138,14,13,23,14,74,1,2,7,NULL,203,35,57,155,46,NULL,91,NULL
1995-08-15,45,8,1,9,2,9,NULL,1,8,16,3,42,211,3,49,NULL,65,2,5,2,19,1,4,7,3,9,11,31,16,22,11,8,4,39,2,4,19,NULL,32,9,5,8,83,3,18,15,7,75,7,2,NULL,NULL,7,NULL,18,15,4,13,2,3,146,94,42,13,21,29,NULL,2,4,12,36,11,9,NULL,NULL,3,1,6,7,4,10,NULL,2,9,NULL,9,6,5,25,15,5,13,NULL,27,36,2,9,2,6,79,6,11,NULL,10,9,19,5,2,11,12,8,NULL,169,41,67,5,24,139,23,12,29,14,72,NULL,3,8,NULL,206,33,41,148,48,NULL,102,NULL
